,keyword,keywordType,sentiment,sentimentType,id,tweet,retweets,favorites,popularity,,,,,
21/02/2014,http://t.co/uq7MffckAv,LINK,0,entity,052d9d45-fd72-4f69-8c86-da1cf1c5bebc,Discrimination ends when we refuse to accept it.  Very proud of #Coach Gus Malzahn.  Great leadership! http://t.co/uq7MffckAv,514,591,541,,,,,
14/06/2014,busses,OTHER,0.49000001,phrase,6783218d-130f-4796-8095-2608414b8f52,RT @OneRepublic: 1963 Airstream mobile recording studio. Flanked by our busses....  Powered by @APPLE and @tim_cook #NativeSummerTour http:�,364,863,539,,,,,
14/06/2014,OneRepublic,OTHER,0,entity,6783218d-130f-4796-8095-2608414b8f52,RT @OneRepublic: 1963 Airstream mobile recording studio. Flanked by our busses....  Powered by @APPLE and @tim_cook #NativeSummerTour http:�,364,863,539,,,,,
14/06/2014,mobile recording studio,OTHER,0.245000005,theme,6783218d-130f-4796-8095-2608414b8f52,RT @OneRepublic: 1963 Airstream mobile recording studio. Flanked by our busses....  Powered by @APPLE and @tim_cook #NativeSummerTour http:�,364,863,539,,,,,
14/06/2014,APPLE,OTHER,0,entity,6783218d-130f-4796-8095-2608414b8f52,RT @OneRepublic: 1963 Airstream mobile recording studio. Flanked by our busses....  Powered by @APPLE and @tim_cook #NativeSummerTour http:�,364,863,539,,,,,
14/06/2014,tim_cook,OTHER,0,entity,6783218d-130f-4796-8095-2608414b8f52,RT @OneRepublic: 1963 Airstream mobile recording studio. Flanked by our busses....  Powered by @APPLE and @tim_cook #NativeSummerTour http:�,364,863,539,,,,,
14/06/2014,#NativeSummerTour,HASHTAG,0,entity,6783218d-130f-4796-8095-2608414b8f52,RT @OneRepublic: 1963 Airstream mobile recording studio. Flanked by our busses....  Powered by @APPLE and @tim_cook #NativeSummerTour http:�,364,863,539,,,,,
25/01/2015,inspiring,OTHER,1.200000048,phrase,e6324807-a321-4475-8aa9-42873510c06c,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,390,801,534,,,,,
25/01/2015,#Coach1K,HASHTAG,0.88310349,entity,e6324807-a321-4475-8aa9-42873510c06c,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,390,801,534,,,,,
25/01/2015,Congratulations,OTHER,1,phrase,e6324807-a321-4475-8aa9-42873510c06c,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,390,801,534,,,,,
25/01/2015,dukebasketball,OTHER,0,entity,e6324807-a321-4475-8aa9-42873510c06c,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,390,801,534,,,,,
25/01/2015,wins,OTHER,0.88310349,phrase,e6324807-a321-4475-8aa9-42873510c06c,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,390,801,534,,,,,
25/01/2015,dukeblueplanet,OTHER,0,entity,e6324807-a321-4475-8aa9-42873510c06c,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,390,801,534,,,,,
15/04/2015,great,OTHER,0.720000029,phrase,bda777ff-d871-45f1-bd01-a0de5c7a895c,Join me for lunch (and a keynote!) and help a great cause. @RFKHumanRights is working toward a more just world. https://t.co/QxaKne4itb,429,723,532,,,,,
15/04/2015,RFKHumanRights,OTHER,0,entity,bda777ff-d871-45f1-bd01-a0de5c7a895c,Join me for lunch (and a keynote!) and help a great cause. @RFKHumanRights is working toward a more just world. https://t.co/QxaKne4itb,429,723,532,,,,,
15/04/2015,great cause,OTHER,0.600000024,theme,bda777ff-d871-45f1-bd01-a0de5c7a895c,Join me for lunch (and a keynote!) and help a great cause. @RFKHumanRights is working toward a more just world. https://t.co/QxaKne4itb,429,723,532,,,,,
15/04/2015,https://t.co/QxaKne4itb,LINK,0,entity,bda777ff-d871-45f1-bd01-a0de5c7a895c,Join me for lunch (and a keynote!) and help a great cause. @RFKHumanRights is working toward a more just world. https://t.co/QxaKne4itb,429,723,532,,,,,
3/2/2014,great,OTHER,1.440000057,phrase,a6aa7198-309a-442a-862f-54b7b5096664,"RT @cue: Get the new @U2 song �Invisible� for free on iTunes, and BofA will give $1 for @RED. Great music, great cause! http://t.co/BwmEnpk�",638,238,498,,,,,
3/2/2014,cue,OTHER,0,entity,a6aa7198-309a-442a-862f-54b7b5096664,"RT @cue: Get the new @U2 song �Invisible� for free on iTunes, and BofA will give $1 for @RED. Great music, great cause! http://t.co/BwmEnpk�",638,238,498,,,,,
3/2/2014,Great music,OTHER,0.400000006,theme,a6aa7198-309a-442a-862f-54b7b5096664,"RT @cue: Get the new @U2 song �Invisible� for free on iTunes, and BofA will give $1 for @RED. Great music, great cause! http://t.co/BwmEnpk�",638,238,498,,,,,
3/2/2014,Great music,OTHER,0.960000038,phrase,a6aa7198-309a-442a-862f-54b7b5096664,"RT @cue: Get the new @U2 song �Invisible� for free on iTunes, and BofA will give $1 for @RED. Great music, great cause! http://t.co/BwmEnpk�",638,238,498,,,,,
3/2/2014,U2,OTHER,0,entity,a6aa7198-309a-442a-862f-54b7b5096664,"RT @cue: Get the new @U2 song �Invisible� for free on iTunes, and BofA will give $1 for @RED. Great music, great cause! http://t.co/BwmEnpk�",638,238,498,,,,,
3/2/2014,great cause,OTHER,0.600000024,theme,a6aa7198-309a-442a-862f-54b7b5096664,"RT @cue: Get the new @U2 song �Invisible� for free on iTunes, and BofA will give $1 for @RED. Great music, great cause! http://t.co/BwmEnpk�",638,238,498,,,,,
3/2/2014,iTunes,OTHER,0,entity,a6aa7198-309a-442a-862f-54b7b5096664,"RT @cue: Get the new @U2 song �Invisible� for free on iTunes, and BofA will give $1 for @RED. Great music, great cause! http://t.co/BwmEnpk�",638,238,498,,,,,
3/2/2014,BofA,OTHER,0,entity,a6aa7198-309a-442a-862f-54b7b5096664,"RT @cue: Get the new @U2 song �Invisible� for free on iTunes, and BofA will give $1 for @RED. Great music, great cause! http://t.co/BwmEnpk�",638,238,498,,,,,
3/2/2014,RED,OTHER,0,entity,a6aa7198-309a-442a-862f-54b7b5096664,"RT @cue: Get the new @U2 song �Invisible� for free on iTunes, and BofA will give $1 for @RED. Great music, great cause! http://t.co/BwmEnpk�",638,238,498,,,,,
8/12/2013,championship game,OTHER,0.400000006,phrase,c5cbdbf2-9962-41e1-b8cf-1a44e6c77d5b,SEC champs! Shout out for all of the players and coaches. See you at the championship game. War Eagle! https://t.co/zmhL7aAYOI,533,429,497,,,,,
8/12/2013,SEC,OTHER,0,entity,c5cbdbf2-9962-41e1-b8cf-1a44e6c77d5b,SEC champs! Shout out for all of the players and coaches. See you at the championship game. War Eagle! https://t.co/zmhL7aAYOI,533,429,497,,,,,
8/12/2013,championship game,OTHER,0.400000006,theme,c5cbdbf2-9962-41e1-b8cf-1a44e6c77d5b,SEC champs! Shout out for all of the players and coaches. See you at the championship game. War Eagle! https://t.co/zmhL7aAYOI,533,429,497,,,,,
8/12/2013,https://t.co/zmhL7aAYOI,LINK,0,entity,c5cbdbf2-9962-41e1-b8cf-1a44e6c77d5b,SEC champs! Shout out for all of the players and coaches. See you at the championship game. War Eagle! https://t.co/zmhL7aAYOI,533,429,497,,,,,
10/5/2014,human rights,OTHER,0.557539999,phrase,f23c09d6-d1e2-4e59-b8b6-da4a65f3ab9a,Join me for lunch and advance human rights @rfkcenter.You can also be my VIP guest at an Apple event. https://t.co/02aONVPQM9 #RFKauction,476,514,489,,,,,
10/5/2014,rfkcenter,OTHER,1.072540045,entity,f23c09d6-d1e2-4e59-b8b6-da4a65f3ab9a,Join me for lunch and advance human rights @rfkcenter.You can also be my VIP guest at an Apple event. https://t.co/02aONVPQM9 #RFKauction,476,514,489,,,,,
10/5/2014,VIP guest,OTHER,0.515000045,theme,f23c09d6-d1e2-4e59-b8b6-da4a65f3ab9a,Join me for lunch and advance human rights @rfkcenter.You can also be my VIP guest at an Apple event. https://t.co/02aONVPQM9 #RFKauction,476,514,489,,,,,
10/5/2014,VIP,OTHER,0.515000045,phrase,f23c09d6-d1e2-4e59-b8b6-da4a65f3ab9a,Join me for lunch and advance human rights @rfkcenter.You can also be my VIP guest at an Apple event. https://t.co/02aONVPQM9 #RFKauction,476,514,489,,,,,
10/5/2014,#RFKauction,HASHTAG,0,entity,f23c09d6-d1e2-4e59-b8b6-da4a65f3ab9a,Join me for lunch and advance human rights @rfkcenter.You can also be my VIP guest at an Apple event. https://t.co/02aONVPQM9 #RFKauction,476,514,489,,,,,
10/5/2014,https://t.co/02aONVPQM9,LINK,0,entity,f23c09d6-d1e2-4e59-b8b6-da4a65f3ab9a,Join me for lunch and advance human rights @rfkcenter.You can also be my VIP guest at an Apple event. https://t.co/02aONVPQM9 #RFKauction,476,514,489,,,,,
2/12/2014,Proud,OTHER,0.600000024,phrase,60539355-515c-46ac-9f57-be1e1a2d7ca1,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c�,353,709,478,,,,,
2/12/2014,debdugan,OTHER,0.600000024,entity,60539355-515c-46ac-9f57-be1e1a2d7ca1,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c�,353,709,478,,,,,
2/12/2014,#WorldAIDSDay,HASHTAG,0.300000012,entity,60539355-515c-46ac-9f57-be1e1a2d7ca1,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c�,353,709,478,,,,,
2/12/2014,tim_cook,OTHER,0.300000012,entity,60539355-515c-46ac-9f57-be1e1a2d7ca1,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c�,353,709,478,,,,,
2/12/2014,#ThankYouApple,HASHTAG,0,entity,60539355-515c-46ac-9f57-be1e1a2d7ca1,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c�,353,709,478,,,,,
2/12/2014,#AppsforRED,HASHTAG,0,entity,60539355-515c-46ac-9f57-be1e1a2d7ca1,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c�,353,709,478,,,,,
9/8/2014,#prayforpeace,HASHTAG,0.980000019,phrase,8e7a63a0-7b6a-450d-a729-f03cfdf759fa,"@Pontifex: Violence is not conquered by violence. Lord, send us the gift of peace. #prayforpeace  Amen!",363,532,422,,,,,
9/8/2014,#prayforpeace,HASHTAG,0.980000019,entity,8e7a63a0-7b6a-450d-a729-f03cfdf759fa,"@Pontifex: Violence is not conquered by violence. Lord, send us the gift of peace. #prayforpeace  Amen!",363,532,422,,,,,
9/8/2014,violence,OTHER,0.600000024,phrase,8e7a63a0-7b6a-450d-a729-f03cfdf759fa,"@Pontifex: Violence is not conquered by violence. Lord, send us the gift of peace. #prayforpeace  Amen!",363,532,422,,,,,
9/8/2014,Pontifex,OTHER,0,entity,8e7a63a0-7b6a-450d-a729-f03cfdf759fa,"@Pontifex: Violence is not conquered by violence. Lord, send us the gift of peace. #prayforpeace  Amen!",363,532,422,,,,,
9/8/2014,peace,OTHER,0.49000001,phrase,8e7a63a0-7b6a-450d-a729-f03cfdf759fa,"@Pontifex: Violence is not conquered by violence. Lord, send us the gift of peace. #prayforpeace  Amen!",363,532,422,,,,,
9/8/2014,Lord,OTHER,0,entity,8e7a63a0-7b6a-450d-a729-f03cfdf759fa,"@Pontifex: Violence is not conquered by violence. Lord, send us the gift of peace. #prayforpeace  Amen!",363,532,422,,,,,
10/3/2014,win,OTHER,0.441551745,phrase,abe30ab5-65b9-4307-a194-6b3597446e50,"Great Auburn visit. Met @CoachGusMalzahn, @Pat_Sullivan7, coffee with Wade at @WakeUpAU, saw @AUTigerBaseball win, fun @AUAlumniAssoc dinner",345,464,387,,,,,
10/3/2014,Pat_Sullivan7,OTHER,0.441551745,entity,abe30ab5-65b9-4307-a194-6b3597446e50,"Great Auburn visit. Met @CoachGusMalzahn, @Pat_Sullivan7, coffee with Wade at @WakeUpAU, saw @AUTigerBaseball win, fun @AUAlumniAssoc dinner",345,464,387,,,,,
10/3/2014,Wade,OTHER,0.441551745,entity,abe30ab5-65b9-4307-a194-6b3597446e50,"Great Auburn visit. Met @CoachGusMalzahn, @Pat_Sullivan7, coffee with Wade at @WakeUpAU, saw @AUTigerBaseball win, fun @AUAlumniAssoc dinner",345,464,387,,,,,
10/3/2014,WakeUpAU,OTHER,0.441551745,entity,abe30ab5-65b9-4307-a194-6b3597446e50,"Great Auburn visit. Met @CoachGusMalzahn, @Pat_Sullivan7, coffee with Wade at @WakeUpAU, saw @AUTigerBaseball win, fun @AUAlumniAssoc dinner",345,464,387,,,,,
10/3/2014,AUTigerBaseball,OTHER,0.441551745,entity,abe30ab5-65b9-4307-a194-6b3597446e50,"Great Auburn visit. Met @CoachGusMalzahn, @Pat_Sullivan7, coffee with Wade at @WakeUpAU, saw @AUTigerBaseball win, fun @AUAlumniAssoc dinner",345,464,387,,,,,
10/3/2014,AUAlumniAssoc,OTHER,0.441551745,entity,abe30ab5-65b9-4307-a194-6b3597446e50,"Great Auburn visit. Met @CoachGusMalzahn, @Pat_Sullivan7, coffee with Wade at @WakeUpAU, saw @AUTigerBaseball win, fun @AUAlumniAssoc dinner",345,464,387,,,,,
13/10/2013,proud,OTHER,2.136000156,phrase,7fb9975c-12c6-4f81-b7b9-87b401277ddb,Very proud of the Tigers! �@TheAUPlainsman: Auburn comes in at No. 24 in this week's AP top 25 poll:http://t.co/wRa5FfaPpF�,348,264,319,,,,,
13/10/2013,AP,OTHER,0.300000012,entity,7fb9975c-12c6-4f81-b7b9-87b401277ddb,Very proud of the Tigers! �@TheAUPlainsman: Auburn comes in at No. 24 in this week's AP top 25 poll:http://t.co/wRa5FfaPpF�,348,264,319,,,,,
13/10/2013,top,OTHER,0.300000012,phrase,7fb9975c-12c6-4f81-b7b9-87b401277ddb,Very proud of the Tigers! �@TheAUPlainsman: Auburn comes in at No. 24 in this week's AP top 25 poll:http://t.co/wRa5FfaPpF�,348,264,319,,,,,
7/1/2014,Congratulations,OTHER,1,phrase,ae90f6e3-225a-48ac-8155-8f61736b2559,"Congratulations to #FSU coaches, team, and fans!  #BCS Champs!",230,301,255,,,,,
7/1/2014,#FSU,HASHTAG,0.5,entity,ae90f6e3-225a-48ac-8155-8f61736b2559,"Congratulations to #FSU coaches, team, and fans!  #BCS Champs!",230,301,255,,,,,
7/1/2014,#BCS,HASHTAG,0,entity,ae90f6e3-225a-48ac-8155-8f61736b2559,"Congratulations to #FSU coaches, team, and fans!  #BCS Champs!",230,301,255,,,,,
18/10/2013,great,OTHER,1.200000048,phrase,2d28e58f-5d92-4c96-8001-7391397bdccd,Looking forward to a great season!  https://t.co/EJ2mpToVWV,251,242,248,,,,,
18/10/2013,https://t.co/EJ2mpToVWV,LINK,0,entity,2d28e58f-5d92-4c96-8001-7391397bdccd,Looking forward to a great season!  https://t.co/EJ2mpToVWV,251,242,248,,,,,
18/10/2013,great season,OTHER,0.600000024,theme,2d28e58f-5d92-4c96-8001-7391397bdccd,Looking forward to a great season!  https://t.co/EJ2mpToVWV,251,242,248,,,,,
22/11/2013,safe,OTHER,0.600000024,phrase,3c8ef48a-f842-4f59-983d-4a2cb9ae783c,"RT @KerryKennedyRFK: �If we cannot end now our differences, at least we can help make the world safe for diversity.� -#JFK, June 10, 1963",243,210,231,,,,,
22/11/2013,KerryKennedyRFK,OTHER,0,entity,3c8ef48a-f842-4f59-983d-4a2cb9ae783c,"RT @KerryKennedyRFK: �If we cannot end now our differences, at least we can help make the world safe for diversity.� -#JFK, June 10, 1963",243,210,231,,,,,
22/11/2013,10-Jun-63,OTHER,0,entity,3c8ef48a-f842-4f59-983d-4a2cb9ae783c,"RT @KerryKennedyRFK: �If we cannot end now our differences, at least we can help make the world safe for diversity.� -#JFK, June 10, 1963",243,210,231,,,,,
22/11/2013,�If we cannot end now our differences at least we can help make the world safe for diversity.�,OTHER,0.600000024,entity,3c8ef48a-f842-4f59-983d-4a2cb9ae783c,"RT @KerryKennedyRFK: �If we cannot end now our differences, at least we can help make the world safe for diversity.� -#JFK, June 10, 1963",243,210,231,,,,,
23/11/2013,proud,OTHER,1.068000078,phrase,2822da75-7510-429d-a7c1-c0423fc935b8,Very proud of the Blue Devils.  https://t.co/3TooxRBg4a,208,239,219,,,,,
23/11/2013,https://t.co/3TooxRBg4a,LINK,0,entity,2822da75-7510-429d-a7c1-c0423fc935b8,Very proud of the Blue Devils.  https://t.co/3TooxRBg4a,208,239,219,,,,,
21/03/2014,proud,OTHER,1.068000078,phrase,bc029e02-87ed-4f44-bb56-06ca092e6fdf,Very proud of the team @dukeplanet.  Best of luck to Coach K and the entire  #Duke team as the tournament gets underway. @dukebasketball,166,261,199,,,,,
21/03/2014,dukeplanet,OTHER,1.068000078,entity,bc029e02-87ed-4f44-bb56-06ca092e6fdf,Very proud of the team @dukeplanet.  Best of luck to Coach K and the entire  #Duke team as the tournament gets underway. @dukebasketball,166,261,199,,,,,
21/03/2014,luck,OTHER,0.539600015,phrase,bc029e02-87ed-4f44-bb56-06ca092e6fdf,Very proud of the team @dukeplanet.  Best of luck to Coach K and the entire  #Duke team as the tournament gets underway. @dukebasketball,166,261,199,,,,,
21/03/2014,Coach K,OTHER,0,entity,bc029e02-87ed-4f44-bb56-06ca092e6fdf,Very proud of the team @dukeplanet.  Best of luck to Coach K and the entire  #Duke team as the tournament gets underway. @dukebasketball,166,261,199,,,,,
21/03/2014,Best,OTHER,0.49000001,phrase,bc029e02-87ed-4f44-bb56-06ca092e6fdf,Very proud of the team @dukeplanet.  Best of luck to Coach K and the entire  #Duke team as the tournament gets underway. @dukebasketball,166,261,199,,,,,
21/03/2014,#Duke,HASHTAG,0,entity,bc029e02-87ed-4f44-bb56-06ca092e6fdf,Very proud of the team @dukeplanet.  Best of luck to Coach K and the entire  #Duke team as the tournament gets underway. @dukebasketball,166,261,199,,,,,
21/03/2014,dukebasketball,OTHER,0,entity,bc029e02-87ed-4f44-bb56-06ca092e6fdf,Very proud of the team @dukeplanet.  Best of luck to Coach K and the entire  #Duke team as the tournament gets underway. @dukebasketball,166,261,199,,,,,
17/11/2013,TheAUPlainsman,OTHER,0,entity,9db8d9e0-c7f2-42e8-8c6c-d7ca71214f86,"RT @TheAUPlainsman: FINAL: No. 7 Auburn 43, No. 25 Georgia 38. One of the biggest plays in Auburn history sets up one of the biggest Iron B�",97,129,108,,,,,
17/11/2013,Georgia,OTHER,0,entity,9db8d9e0-c7f2-42e8-8c6c-d7ca71214f86,"RT @TheAUPlainsman: FINAL: No. 7 Auburn 43, No. 25 Georgia 38. One of the biggest plays in Auburn history sets up one of the biggest Iron B�",97,129,108,,,,,
10/4/2014,happy,OTHER,1,phrase,29f482c9-2d5f-43b6-a594-626d46c4df7a,@elsacollins @RealSMG @jasoncollins34 Welcome to iPhone!  We're happy you joined us!,57,144,87,,,,,
10/4/2014,elsacollins,OTHER,0,entity,29f482c9-2d5f-43b6-a594-626d46c4df7a,@elsacollins @RealSMG @jasoncollins34 Welcome to iPhone!  We're happy you joined us!,57,144,87,,,,,
10/4/2014,RealSMG,OTHER,0,entity,29f482c9-2d5f-43b6-a594-626d46c4df7a,@elsacollins @RealSMG @jasoncollins34 Welcome to iPhone!  We're happy you joined us!,57,144,87,,,,,
10/4/2014,jasoncollins34,OTHER,0,entity,29f482c9-2d5f-43b6-a594-626d46c4df7a,@elsacollins @RealSMG @jasoncollins34 Welcome to iPhone!  We're happy you joined us!,57,144,87,,,,,
